country,week,NO2,PM2.5
Spain,13,8.196428571428571,31.321428571428573
Spain,14,7.285714285714286,31.714285714285715
Spain,15,8.053571428571429,45.035714285714285
Spain,16,6.392857142857142,39.85714285714286
Spain,17,7.59375,29.75
Sweden,1,5.0,
Sweden,2,,
Sweden,3,7.8,
Sweden,4,11.857142857142858,
Sweden,5,11.285714285714286,
Sweden,6,17.571428571428573,
Sweden,7,11.142857142857142,
Sweden,8,8.714285714285714,
Sweden,9,12.571428571428571,
Sweden,10,12.428571428571429,
Sweden,11,9.571428571428571,
Sweden,12,10.428571428571429,
Sweden,13,10.428571428571429,
Sweden,14,8.571428571428571,
Sweden,15,8.714285714285714,
Sweden,16,7.142857142857143,
Sweden,17,15.5,
Thailand,1,13.933333333333335,93.66666666666667
Thailand,2,19.047619047619047,144.2380952380952
Thailand,3,12.666666666666666,121.80952380952381
Thailand,4,10.178571428571427,103.89285714285714
Thailand,5,13.071428571428571,103.28571428571428
Thailand,6,10.250000000000002,116.0
Thailand,7,8.535714285714285,99.75
Thailand,8,13.535714285714285,116.42857142857142
Thailand,9,11.821428571428571,124.92857142857144
Thailand,10,7.107142857142857,68.25
Thailand,11,8.5,93.39285714285715
Thailand,12,8.0,78.32142857142857
Thailand,13,5.75,62.99999999999999
Thailand,14,3.678571428571429,67.5
Thailand,15,4.642857142857142,64.64285714285715
Thailand,16,7.135714285714285,71.0
Thailand,17,4.25,56.5625
Turkey,1,22.075,56.40972222222223
Turkey,2,21.78,71.75396825396825
Turkey,3,26.323809523809523,106.31878306878308
Turkey,4,23.823809523809523,75.4047619047619
