,country,week,count
1160,Dominican Republic,10,0
1161,Ecuador,10,0
1162,Egypt,10,1
1163,El Salvador,10,0
1164,Equatorial Guinea,10,0
1165,Eritrea,10,0
1166,Estonia,10,0
1167,Eswatini,10,0
1168,Ethiopia,10,0
1169,Fiji,10,0
1170,Finland,10,0
1171,France,10,19
1172,Gabon,10,0
1173,Gambia,10,0
1174,Georgia,10,0
1175,Germany,10,0
1176,Ghana,10,0
1177,Greece,10,0
1178,Grenada,10,0
1179,Guatemala,10,0
1180,Guinea,10,0
1181,Guinea-Bissau,10,0
1182,Guyana,10,0
1183,Haiti,10,0
1184,Holy See,10,0
1185,Honduras,10,0
1186,Hungary,10,0
1187,Iceland,10,0
1188,India,10,0
1189,Indonesia,10,0
1190,Iran,10,194
1191,Iraq,10,6
1192,Ireland,10,0
1193,Israel,10,0
1194,Italy,10,366
1195,Jamaica,10,0
1196,Japan,10,6
1197,Jordan,10,0
1198,Kazakhstan,10,0
1199,Kenya,10,0
1200,"Korea, South",10,50
1201,Kosovo,10,0
1202,Kuwait,10,0
1203,Kyrgyzstan,10,0
1204,Laos,10,0
1205,Latvia,10,0
1206,Lebanon,10,0
1207,Liberia,10,0
1208,Libya,10,0
1209,Liechtenstein,10,0
1210,Lithuania,10,0
1211,Luxembourg,10,0
1212,MS Zaandam,10,0
1213,Madagascar,10,0
1214,Malawi,10,0
1215,Malaysia,10,0
1216,Maldives,10,0
1217,Mali,10,0
1218,Malta,10,0
1219,Mauritania,10,0
1220,Mauritius,10,0
1221,Mexico,10,0
1222,Moldova,10,0
1223,Monaco,10,0
1224,Mongolia,10,0
1225,Montenegro,10,0
1226,Morocco,10,0
1227,Mozambique,10,0
1228,Namibia,10,0
1229,Nepal,10,0
1230,Netherlands,10,3
1231,New Zealand,10,0
1232,Nicaragua,10,0
1233,Niger,10,0
1234,Nigeria,10,0
1235,North Macedonia,10,0
1236,Norway,10,0
1237,Oman,10,0
1238,Pakistan,10,0
1239,Panama,10,0
1240,Papua New Guinea,10,0
1241,Paraguay,10,0
1242,Peru,10,0
1243,Philippines,10,1
1244,Poland,10,0
1245,Portugal,10,0
1246,Qatar,10,0
1247,Romania,10,0
1248,Russia,10,0
1249,Rwanda,10,0
1250,Saint Kitts and Nevis,10,0
1251,Saint Lucia,10,0
1252,Saint Vincent and the Grenadines,10,0
1253,San Marino,10,1
1254,Sao Tome and Principe,10,0
1255,Saudi Arabia,10,0
1256,Senegal,10,0
1257,Serbia,10,0
1258,Seychelles,10,0
1259,Sierra Leone,10,0
1260,Singapore,10,0
1261,Slovakia,10,0
1262,Slovenia,10,0
1263,Somalia,10,0
1264,South Africa,10,0
1265,South Sudan,10,0
1266,Spain,10,17
1267,Sri Lanka,10,0
1268,Sudan,10,0
1269,Suriname,10,0
1270,Sweden,10,0
1271,Switzerland,10,2
1272,Syria,10,0
1273,Taiwan*,10,1
1274,Tanzania,10,0
1275,Thailand,10,1
1276,Timor-Leste,10,0
1277,Togo,10,0
1278,Trinidad and Tobago,10,0
1279,Tunisia,10,0
1280,Turkey,10,0
1281,US,10,21
1282,Uganda,10,0
1283,Ukraine,10,0
1284,United Arab Emirates,10,0
1285,United Kingdom,10,3
1286,Uruguay,10,0
1287,Uzbekistan,10,0
1288,Venezuela,10,0
1289,Vietnam,10,0
1290,West Bank and Gaza,10,0
1291,Western Sahara,10,0
1292,Yemen,10,0
1293,Zambia,10,0
1294,Zimbabwe,10,0
1295,Afghanistan,11,0
1296,Albania,11,1
1297,Algeria,11,4
1298,Andorra,11,0
1299,Angola,11,0
1300,Antigua and Barbuda,11,0
1301,Argentina,11,2
1302,Armenia,11,0
1303,Australia,11,3
1304,Austria,11,1
1305,Azerbaijan,11,1
1306,Bahamas,11,0
1307,Bahrain,11,0
1308,Bangladesh,11,0
1309,Barbados,11,0
1310,Belarus,11,0
1311,Belgium,11,4
1312,Belize,11,0
1313,Benin,11,0
1314,Bhutan,11,0
1315,Bolivia,11,0
1316,Bosnia and Herzegovina,11,0
1317,Botswana,11,0
1318,Brazil,11,0
1319,Brunei,11,0
1320,Bulgaria,11,2
1321,Burkina Faso,11,0
1322,Burma,11,0
1323,Burundi,11,0
1324,Cabo Verde,11,0
1325,Cambodia,11,0
1326,Cameroon,11,0
1327,Canada,11,1
1328,Central African Republic,11,0
1329,Chad,11,0
1330,Chile,11,0
1331,China,11,3203
1332,Colombia,11,0
1333,Congo (Brazzaville),11,0
1334,Congo (Kinshasa),11,0
1335,Costa Rica,11,0
1336,Cote d'Ivoire,11,0
1337,Croatia,11,0
1338,Cuba,11,0
1339,Cyprus,11,0
1340,Czechia,11,0
1341,Denmark,11,2
1342,Diamond Princess,11,7
1343,Djibouti,11,0
1344,Dominica,11,0
1345,Dominican Republic,11,0
1346,Ecuador,11,2
1347,Egypt,11,2
1348,El Salvador,11,0
1349,Equatorial Guinea,11,0
1350,Eritrea,11,0
1351,Estonia,11,0
1352,Eswatini,11,0
1353,Ethiopia,11,0
1354,Fiji,11,0
1355,Finland,11,0
1356,France,11,91
1357,Gabon,11,0
1358,Gambia,11,0
1359,Georgia,11,0
1360,Germany,11,11
1361,Ghana,11,0
1362,Greece,11,4
1363,Grenada,11,0
1364,Guatemala,11,0
1365,Guinea,11,0
1366,Guinea-Bissau,11,0
1367,Guyana,11,1
1368,Haiti,11,0
1369,Holy See,11,0
1370,Honduras,11,0
1371,Hungary,11,1
1372,Iceland,11,5
1373,India,11,2
1374,Indonesia,11,5
1375,Iran,11,724
1376,Iraq,11,10
1377,Ireland,11,2
1378,Israel,11,0
1379,Italy,11,1809
1380,Jamaica,11,0
1381,Japan,11,22
1382,Jordan,11,0
1383,Kazakhstan,11,0
1384,Kenya,11,0
1385,"Korea, South",11,75
1386,Kosovo,11,0
1387,Kuwait,11,0
1388,Kyrgyzstan,11,0
1389,Laos,11,0
1390,Latvia,11,0
1391,Lebanon,11,3
1392,Liberia,11,0
1393,Libya,11,0
1394,Liechtenstein,11,0
1395,Lithuania,11,0
1396,Luxembourg,11,1
1397,MS Zaandam,11,0
1398,Madagascar,11,0
1399,Malawi,11,0
1400,Malaysia,11,0
1401,Maldives,11,0
1402,Mali,11,0
1403,Malta,11,0
1404,Mauritania,11,0
1405,Mauritius,11,0
1406,Mexico,11,0
1407,Moldova,11,0
1408,Monaco,11,0
1409,Mongolia,11,0
1410,Montenegro,11,0
1411,Morocco,11,1
1412,Mozambique,11,0
1413,Namibia,11,0
1414,Nepal,11,0
1415,Netherlands,11,20
1416,New Zealand,11,0
1417,Nicaragua,11,0
1418,Niger,11,0
1419,Nigeria,11,0
1420,North Macedonia,11,0
1421,Norway,11,3
1422,Oman,11,0
1423,Pakistan,11,0
1424,Panama,11,1
1425,Papua New Guinea,11,0
1426,Paraguay,11,0
1427,Peru,11,0
1428,Philippines,11,11
1429,Poland,11,3
1430,Portugal,11,0
1431,Qatar,11,0
1432,Romania,11,0
1433,Russia,11,0
1434,Rwanda,11,0
1435,Saint Kitts and Nevis,11,0
1436,Saint Lucia,11,0
1437,Saint Vincent and the Grenadines,11,0
1438,San Marino,11,5
1439,Sao Tome and Principe,11,0
1440,Saudi Arabia,11,0
1441,Senegal,11,0
1442,Serbia,11,0
1443,Seychelles,11,0
1444,Sierra Leone,11,0
1445,Singapore,11,0
1446,Slovakia,11,0
1447,Slovenia,11,1
1448,Somalia,11,0
1449,South Africa,11,0
1450,South Sudan,11,0
1451,Spain,11,289
1452,Sri Lanka,11,0
1453,Sudan,11,1
1454,Suriname,11,0
1455,Sweden,11,3
1456,Switzerland,11,14
1457,Syria,11,0
1458,Taiwan*,11,1
1459,Tanzania,11,0
1460,Thailand,11,1
1461,Timor-Leste,11,0
1462,Togo,11,0
1463,Trinidad and Tobago,11,0
1464,Tunisia,11,0
1465,Turkey,11,0
1466,US,11,63
1467,Uganda,11,0
1468,Ukraine,11,1
1469,United Arab Emirates,11,0
1470,United Kingdom,11,21
1471,Uruguay,11,0
1472,Uzbekistan,11,0
1473,Venezuela,11,0
1474,Vietnam,11,0
1475,West Bank and Gaza,11,0
1476,Western Sahara,11,0
1477,Yemen,11,0
1478,Zambia,11,0
1479,Zimbabwe,11,0
1480,Afghanistan,12,1
1481,Albania,12,2
1482,Algeria,12,17
1483,Andorra,12,1
1484,Angola,12,0
1485,Antigua and Barbuda,12,0
1486,Argentina,12,4
1487,Armenia,12,0
1488,Australia,12,7
1489,Austria,12,16
1490,Azerbaijan,12,1
1491,Bahamas,12,0
1492,Bahrain,12,2
1493,Bangladesh,12,2
1494,Barbados,12,0
1495,Belarus,12,0
1496,Belgium,12,75
1497,Belize,12,0
1498,Benin,12,0
1499,Bhutan,12,0
1500,Bolivia,12,0
1501,Bosnia and Herzegovina,12,1
1502,Botswana,12,0
1503,Brazil,12,25
1504,Brunei,12,0
1505,Bulgaria,12,3
1506,Burkina Faso,12,4
1507,Burma,12,0
1508,Burundi,12,0
1509,Cabo Verde,12,0
1510,Cambodia,12,0
1511,Cameroon,12,0
1512,Canada,12,21
1513,Central African Republic,12,0
1514,Chad,12,0
1515,Chile,12,1
1516,China,12,3274
1517,Colombia,12,2
1518,Congo (Brazzaville),12,0
1519,Congo (Kinshasa),12,1
1520,Costa Rica,12,2
1521,Cote d'Ivoire,12,0
1522,Croatia,12,1
1523,Cuba,12,1
1524,Cyprus,12,1
1525,Czechia,12,1
1526,Denmark,12,13
1527,Diamond Princess,12,8
1528,Djibouti,12,0
1529,Dominica,12,0
1530,Dominican Republic,12,3
1531,Ecuador,12,14
1532,Egypt,12,14
1533,El Salvador,12,0
1534,Equatorial Guinea,12,0
1535,Eritrea,12,0
1536,Estonia,12,0
1537,Eswatini,12,0
1538,Ethiopia,12,0
1539,Fiji,12,0
1540,Finland,12,1
1541,France,12,676
1542,Gabon,12,1
1543,Gambia,12,0
1544,Georgia,12,0
1545,Germany,12,94
1546,Ghana,12,1
1547,Greece,12,15
1548,Grenada,12,0
1549,Guatemala,12,1
1550,Guinea,12,0
1551,Guinea-Bissau,12,0
1552,Guyana,12,1
1553,Haiti,12,0
1554,Holy See,12,0
1555,Honduras,12,0
1556,Hungary,12,6
1557,Iceland,12,1
1558,India,12,7
1559,Indonesia,12,48
1560,Iran,12,1685
1561,Iraq,12,20
1562,Ireland,12,4
1563,Israel,12,1
1564,Italy,12,5476
1565,Jamaica,12,1
1566,Japan,12,41
1567,Jordan,12,0
1568,Kazakhstan,12,0
1569,Kenya,12,0
1570,"Korea, South",12,111
1571,Kosovo,12,0
1572,Kuwait,12,0
1573,Kyrgyzstan,12,0
1574,Laos,12,0
1575,Latvia,12,0
1576,Lebanon,12,4
1577,Liberia,12,0
1578,Libya,12,0
1579,Liechtenstein,12,0
1580,Lithuania,12,1
1581,Luxembourg,12,8
1582,MS Zaandam,12,0
1583,Madagascar,12,0
1584,Malawi,12,0
1585,Malaysia,12,10
1586,Maldives,12,0
1587,Mali,12,0
1588,Malta,12,0
1589,Mauritania,12,0
1590,Mauritius,12,2
1591,Mexico,12,2
1592,Moldova,12,1
1593,Monaco,12,0
1594,Mongolia,12,0
1595,Montenegro,12,0
1596,Morocco,12,4
1597,Mozambique,12,0
1598,Namibia,12,0
1599,Nepal,12,0
1600,Netherlands,12,180
1601,New Zealand,12,0
1602,Nicaragua,12,0
1603,Niger,12,0
1604,Nigeria,12,0
1605,North Macedonia,12,1
1606,Norway,12,7
1607,Oman,12,0
1608,Pakistan,12,5
1609,Panama,12,3
1610,Papua New Guinea,12,0
1611,Paraguay,12,1
1612,Peru,12,5
1613,Philippines,12,25
1614,Poland,12,7
1615,Portugal,12,14
1616,Qatar,12,0
1617,Romania,12,3
1618,Russia,12,1
1619,Rwanda,12,0
1620,Saint Kitts and Nevis,12,0
1621,Saint Lucia,12,0
1622,Saint Vincent and the Grenadines,12,0
1623,San Marino,12,20
1624,Sao Tome and Principe,12,0
1625,Saudi Arabia,12,0
1626,Senegal,12,0
1627,Serbia,12,2
1628,Seychelles,12,0
1629,Sierra Leone,12,0
1630,Singapore,12,2
1631,Slovakia,12,0
1632,Slovenia,12,2
1633,Somalia,12,0
1634,South Africa,12,0
1635,South Sudan,12,0
1636,Spain,12,1772
1637,Sri Lanka,12,0
1638,Sudan,12,1
1639,Suriname,12,0
1640,Sweden,12,21
1641,Switzerland,12,98
1642,Syria,12,0
1643,Taiwan*,12,2
1644,Tanzania,12,0
1645,Thailand,12,1
1646,Timor-Leste,12,0
1647,Togo,12,0
1648,Trinidad and Tobago,12,0
1649,Tunisia,12,3
1650,Turkey,12,30
1651,US,12,417
1652,Uganda,12,0
1653,Ukraine,12,3
1654,United Arab Emirates,12,2
1655,United Kingdom,12,282
1656,Uruguay,12,0
1657,Uzbekistan,12,0
1658,Venezuela,12,0
1659,Vietnam,12,0
1660,West Bank and Gaza,12,0
1661,Western Sahara,12,0
1662,Yemen,12,0
1663,Zambia,12,0
1664,Zimbabwe,12,0
1665,Afghanistan,13,4
1666,Albania,13,10
1667,Algeria,13,31
1668,Andorra,13,6
1669,Angola,13,2
1670,Antigua and Barbuda,13,0
1671,Argentina,13,19
1672,Armenia,13,3
1673,Australia,13,16
1674,Austria,13,86
1675,Azerbaijan,13,4
1676,Bahamas,13,0
1677,Bahrain,13,4
1678,Bangladesh,13,5
1679,Barbados,13,0
1680,Belarus,13,0
1681,Belgium,13,431
1682,Belize,13,0
1683,Benin,13,0
1684,Bhutan,13,0
1685,Bolivia,13,1
1686,Bosnia and Herzegovina,13,6
1687,Botswana,13,0
1688,Brazil,13,136
1689,Brunei,13,1
1690,Bulgaria,13,8
1691,Burkina Faso,13,12
1692,Burma,13,0
1693,Burundi,13,0
1694,Cabo Verde,13,1
1695,Cambodia,13,0
1696,Cameroon,13,6
1697,Canada,13,64
1698,Central African Republic,13,0
1699,Chad,13,0
1700,Chile,13,7
1701,China,13,3304
1702,Colombia,13,10
1703,Congo (Brazzaville),13,0
1704,Congo (Kinshasa),13,6
1705,Costa Rica,13,2
1706,Cote d'Ivoire,13,1
1707,Croatia,13,6
1708,Cuba,13,3
1709,Cyprus,13,5
1710,Czechia,13,16
1711,Denmark,13,72
1712,Diamond Princess,13,10
1713,Djibouti,13,0
1714,Dominica,13,0
1715,Dominican Republic,13,39
1716,Ecuador,13,58
1717,Egypt,13,40
1718,El Salvador,13,0
1719,Equatorial Guinea,13,0
1720,Eritrea,13,0
1721,Estonia,13,3
1722,Eswatini,13,0
1723,Ethiopia,13,0
1724,Fiji,13,0
1725,Finland,13,11
1726,France,13,2611
1727,Gabon,13,1
1728,Gambia,13,1
1729,Georgia,13,0
1730,Germany,13,533
1731,Ghana,13,5
1732,Greece,13,38
1733,Grenada,13,0
1734,Guatemala,13,1
1735,Guinea,13,0
1736,Guinea-Bissau,13,0
1737,Guyana,13,1
1738,Haiti,13,0
1739,Holy See,13,0
1740,Honduras,13,3
1741,Hungary,13,13
1742,Iceland,13,2
1743,India,13,27
1744,Indonesia,13,114
1745,Iran,13,2640
1746,Iraq,13,42
1747,Ireland,13,46
1748,Israel,13,15
1749,Italy,13,10779
1750,Jamaica,13,1
1751,Japan,13,54
1752,Jordan,13,3
1753,Kazakhstan,13,1
1754,Kenya,13,1
1755,"Korea, South",13,152
1756,Kosovo,13,1
1757,Kuwait,13,0
1758,Kyrgyzstan,13,0
1759,Laos,13,0
1760,Latvia,13,0
1761,Lebanon,13,10
1762,Liberia,13,0
1763,Libya,13,0
1764,Liechtenstein,13,0
1765,Lithuania,13,7
1766,Luxembourg,13,21
1767,MS Zaandam,13,0
1768,Madagascar,13,0
1769,Malawi,13,0
1770,Malaysia,13,35
1771,Maldives,13,0
1772,Mali,13,1
1773,Malta,13,0
1774,Mauritania,13,0
1775,Mauritius,13,3
1776,Mexico,13,16
1777,Moldova,13,2
1778,Monaco,13,1
1779,Mongolia,13,0
1780,Montenegro,13,1
1781,Morocco,13,26
1782,Mozambique,13,0
1783,Namibia,13,0
1784,Nepal,13,0
1785,Netherlands,13,772
1786,New Zealand,13,1
1787,Nicaragua,13,1
1788,Niger,13,1
1789,Nigeria,13,1
1790,North Macedonia,13,6
1791,Norway,13,25
1792,Oman,13,0
1793,Pakistan,13,14
1794,Panama,13,17
1795,Papua New Guinea,13,0
1796,Paraguay,13,3
1797,Peru,13,18
1798,Philippines,13,71
1799,Poland,13,22
1800,Portugal,13,119
1801,Qatar,13,1
1802,Romania,13,43
1803,Russia,13,8
1804,Rwanda,13,0
1805,Saint Kitts and Nevis,13,0
1806,Saint Lucia,13,0
1807,Saint Vincent and the Grenadines,13,0
1808,San Marino,13,22
1809,Sao Tome and Principe,13,0
1810,Saudi Arabia,13,8
1811,Senegal,13,0
1812,Serbia,13,13
1813,Seychelles,13,0
1814,Sierra Leone,13,0
1815,Singapore,13,3
1816,Slovakia,13,0
1817,Slovenia,13,11
1818,Somalia,13,0
1819,South Africa,13,2
1820,South Sudan,13,0
1821,Spain,13,6803
1822,Sri Lanka,13,1
1823,Sudan,13,1
1824,Suriname,13,0
1825,Sweden,13,110
1826,Switzerland,13,300
1827,Syria,13,1
1828,Taiwan*,13,2
1829,Tanzania,13,0
1830,Thailand,13,7
1831,Timor-Leste,13,0
1832,Togo,13,1
1833,Trinidad and Tobago,13,3
1834,Tunisia,13,8
1835,Turkey,13,131
1836,US,13,2467
1837,Uganda,13,0
1838,Ukraine,13,10
1839,United Arab Emirates,13,3
1840,United Kingdom,13,1231
1841,Uruguay,13,1
1842,Uzbekistan,13,2
1843,Venezuela,13,2
1844,Vietnam,13,0
1845,West Bank and Gaza,13,1
1846,Western Sahara,13,0
1847,Yemen,13,0
1848,Zambia,13,0
1849,Zimbabwe,13,1
1850,Afghanistan,14,7
1851,Albania,14,20
1852,Algeria,14,152
1853,Andorra,14,18
1854,Angola,14,2
1855,Antigua and Barbuda,14,0
1856,Argentina,14,44
1857,Armenia,14,7
1858,Australia,14,35
1859,Austria,14,204
1860,Azerbaijan,14,7
1861,Bahamas,14,4
1862,Bahrain,14,4
1863,Bangladesh,14,9
1864,Barbados,14,1
1865,Belarus,14,8
1866,Belgium,14,1447
1867,Belize,14,0
1868,Benin,14,0
1869,Bhutan,14,0
1870,Bolivia,14,10
1871,Bosnia and Herzegovina,14,23
1872,Botswana,14,1
1873,Brazil,14,486
1874,Brunei,14,1
1875,Bulgaria,14,20
1876,Burkina Faso,14,17
1877,Burma,14,1
1878,Burundi,14,0
1879,Cabo Verde,14,1
1880,Cambodia,14,0
1881,Cameroon,14,9
1882,Canada,14,259
1883,Central African Republic,14,0
1884,Chad,14,0
1885,Chile,14,34
1886,China,14,3333
1887,Colombia,14,35
1888,Congo (Brazzaville),14,5
1889,Congo (Kinshasa),14,18
1890,Costa Rica,14,2
1891,Cote d'Ivoire,14,3
1892,Croatia,14,15
1893,Cuba,14,8
1894,Cyprus,14,9
1895,Czechia,14,67
1896,Denmark,14,179
1897,Diamond Princess,14,11
1898,Djibouti,14,0
1899,Dominica,14,0
1900,Dominican Republic,14,82
1901,Ecuador,14,180
1902,Egypt,14,78
1903,El Salvador,14,3
1904,Equatorial Guinea,14,0
1905,Eritrea,14,0
1906,Estonia,14,15
1907,Eswatini,14,0
1908,Ethiopia,14,2
1909,Fiji,14,0
1910,Finland,14,28
1911,France,14,8093
1912,Gabon,14,1
1913,Gambia,14,1
1914,Georgia,14,2
1915,Germany,14,1584
1916,Ghana,14,5
1917,Greece,14,73
1918,Grenada,14,0
1919,Guatemala,14,2
1920,Guinea,14,0
1921,Guinea-Bissau,14,0
1922,Guyana,14,4
1923,Haiti,14,1
1924,Holy See,14,0
1925,Honduras,14,22
1926,Hungary,14,34
1927,Iceland,14,4
1928,India,14,99
1929,Indonesia,14,198
1930,Iran,14,3603
1931,Iraq,14,61
1932,Ireland,14,158
1933,Israel,14,49
1934,Italy,14,15887
1935,Jamaica,14,3
1936,Japan,14,77
1937,Jordan,14,5
1938,Kazakhstan,14,6
1939,Kenya,14,4
1940,"Korea, South",14,183
1941,Kosovo,14,1
1942,Kuwait,14,1
1943,Kyrgyzstan,14,1
1944,Laos,14,0
1945,Latvia,14,1
1946,Lebanon,14,18
1947,Liberia,14,3
1948,Libya,14,1
1949,Liechtenstein,14,1
1950,Lithuania,14,13
1951,Luxembourg,14,36
1952,MS Zaandam,14,2
1953,Madagascar,14,0
1954,Malawi,14,0
1955,Malaysia,14,61
1956,Maldives,14,0
1957,Mali,14,5
1958,Malta,14,0
1959,Mauritania,14,1
1960,Mauritius,14,7
1961,Mexico,14,79
1962,Moldova,14,15
1963,Monaco,14,1
1964,Mongolia,14,0
1965,Montenegro,14,2
1966,Morocco,14,70
1967,Mozambique,14,0
1968,Namibia,14,0
1969,Nepal,14,0
1970,Netherlands,14,1771
1971,New Zealand,14,1
1972,Nicaragua,14,1
1973,Niger,14,10
1974,Nigeria,14,5
1975,North Macedonia,14,18
1976,Norway,14,71
1977,Oman,14,2
1978,Pakistan,14,47
1979,Panama,14,46
1980,Papua New Guinea,14,0
1981,Paraguay,14,3
1982,Peru,14,83
1983,Philippines,14,152
1984,Poland,14,94
1985,Portugal,14,295
1986,Qatar,14,4
1987,Romania,14,151
1988,Russia,14,45
1989,Rwanda,14,0
1990,Saint Kitts and Nevis,14,0
1991,Saint Lucia,14,0
1992,Saint Vincent and the Grenadines,14,0
1993,San Marino,14,32
1994,Sao Tome and Principe,14,0
1995,Saudi Arabia,14,34
1996,Senegal,14,2
1997,Serbia,14,51
1998,Seychelles,14,0
1999,Sierra Leone,14,0
2000,Singapore,14,6
2001,Slovakia,14,1
2002,Slovenia,14,28
2003,Somalia,14,0
2004,South Africa,14,11
2005,South Sudan,14,0
2006,Spain,14,12641
2007,Sri Lanka,14,5
2008,Sudan,14,2
2009,Suriname,14,1
2010,Sweden,14,401
2011,Switzerland,14,715
2012,Syria,14,2
2013,Taiwan*,14,5
2014,Tanzania,14,1
2015,Thailand,14,23
2016,Timor-Leste,14,0
2017,Togo,14,3
2018,Trinidad and Tobago,14,7
2019,Tunisia,14,22
2020,Turkey,14,574
2021,US,14,9619
2022,Uganda,14,0
2023,Ukraine,14,37
2024,United Arab Emirates,14,10
2025,United Kingdom,14,4943
2026,Uruguay,14,5
2027,Uzbekistan,14,2
2028,Venezuela,14,7
2029,Vietnam,14,0
2030,West Bank and Gaza,14,1
2031,Western Sahara,14,0
2032,Yemen,14,0
2033,Zambia,14,1
2034,Zimbabwe,14,1
2035,Afghanistan,15,18
2036,Albania,15,23
2037,Algeria,15,293
2038,Andorra,15,29
2039,Angola,15,2
2040,Antigua and Barbuda,15,2
2041,Argentina,15,90
2042,Armenia,15,13
2043,Australia,15,60
2044,Austria,15,350
2045,Azerbaijan,15,11
2046,Bahamas,15,8
2047,Bahrain,15,6
2048,Bangladesh,15,34
2049,Barbados,15,4
2050,Belarus,15,26
2051,Belgium,15,3600
2052,Belize,15,2
2053,Benin,15,1
2054,Bhutan,15,0
2055,Bolivia,15,24
2056,Bosnia and Herzegovina,15,39
2057,Botswana,15,1
2058,Brazil,15,1223
2059,Brunei,15,1
2060,Bulgaria,15,29
2061,Burkina Faso,15,27
2062,Burma,15,4
2063,Burundi,15,0
2064,Cabo Verde,15,1
2065,Cambodia,15,0
2066,Cameroon,15,12
2067,Canada,15,714
2068,Central African Republic,15,0
2069,Chad,15,0
2070,Chile,15,80
2071,China,15,3343
2072,Colombia,15,109
2073,Congo (Brazzaville),15,5
2074,Congo (Kinshasa),15,20
2075,Costa Rica,15,3
2076,Cote d'Ivoire,15,5
2077,Croatia,15,23
2078,Cuba,15,18
2079,Cyprus,15,11
2080,Czechia,15,138
2081,Denmark,15,273
2082,Diamond Princess,15,11
2083,Djibouti,15,2
2084,Dominica,15,0
2085,Dominican Republic,15,173
2086,Ecuador,15,333
2087,Egypt,15,159
2088,El Salvador,15,6
2089,Equatorial Guinea,15,0
2090,Eritrea,15,0
2091,Estonia,15,25
2092,Eswatini,15,0
2093,Ethiopia,15,3
2094,Fiji,15,0
2095,Finland,15,56
2096,France,15,14412
2097,Gabon,15,1
2098,Gambia,15,1
2099,Georgia,15,3
2100,Germany,15,3022
2101,Ghana,15,8
2102,Greece,15,98
2103,Grenada,15,0
2104,Guatemala,15,5
2105,Guinea,15,0
2106,Guinea-Bissau,15,0
2107,Guyana,15,6
2108,Haiti,15,3
2109,Holy See,15,0
2110,Honduras,15,25
2111,Hungary,15,99
2112,Iceland,15,8
2113,India,15,331
2114,Indonesia,15,373
2115,Iran,15,4474
2116,Iraq,15,76
2117,Ireland,15,334
2118,Israel,15,103
2119,Italy,15,19899
2120,Jamaica,15,4
2121,Japan,15,108
2122,Jordan,15,7
2123,Kazakhstan,15,10
2124,Kenya,15,8
2125,"Korea, South",15,214
2126,Kosovo,15,7
2127,Kuwait,15,1
2128,Kyrgyzstan,15,5
2129,Laos,15,0
2130,Latvia,15,5
2131,Lebanon,15,20
2132,Liberia,15,5
2133,Libya,15,1
2134,Liechtenstein,15,1
2135,Lithuania,15,23
2136,Luxembourg,15,66
2137,MS Zaandam,15,2
2138,Madagascar,15,0
2139,Malawi,15,2
2140,Malaysia,15,76
2141,Maldives,15,0
2142,Mali,15,9
2143,Malta,15,3
2144,Mauritania,15,1
2145,Mauritius,15,9
2146,Mexico,15,273
2147,Moldova,15,31
2148,Monaco,15,1
2149,Mongolia,15,0
2150,Montenegro,15,3
2151,Morocco,15,118
2152,Mozambique,15,0
2153,Namibia,15,0
2154,Nepal,15,0
2155,Netherlands,15,2747
2156,New Zealand,15,4
2157,Nicaragua,15,1
2158,Niger,15,12
2159,Nigeria,15,10
2160,North Macedonia,15,34
2161,Norway,15,128
2162,Oman,15,4
2163,Pakistan,15,91
2164,Panama,15,79
2165,Papua New Guinea,15,0
2166,Paraguay,15,6
2167,Peru,15,193
2168,Philippines,15,297
2169,Poland,15,232
2170,Portugal,15,504
2171,Qatar,15,7
2172,Romania,15,316
2173,Russia,15,130
2174,Rwanda,15,0
2175,Saint Kitts and Nevis,15,0
2176,Saint Lucia,15,0
2177,Saint Vincent and the Grenadines,15,0
2178,San Marino,15,35
2179,Sao Tome and Principe,15,0
2180,Saudi Arabia,15,59
2181,Senegal,15,2
2182,Serbia,15,80
2183,Seychelles,15,0
2184,Sierra Leone,15,0
2185,Singapore,15,8
2186,Slovakia,15,2
2187,Slovenia,15,53
2188,Somalia,15,1
2189,South Africa,15,25
2190,South Sudan,15,0
2191,Spain,15,17209
2192,Sri Lanka,15,7
2193,Sudan,15,2
2194,Suriname,15,1
2195,Sweden,15,899
2196,Switzerland,15,1106
2197,Syria,15,2
2198,Taiwan*,15,6
2199,Tanzania,15,3
2200,Thailand,15,38
2201,Timor-Leste,15,0
2202,Togo,15,3
2203,Trinidad and Tobago,15,8
2204,Tunisia,15,31
2205,Turkey,15,1198
2206,US,15,22029
2207,Uganda,15,0
2208,Ukraine,15,83
2209,United Arab Emirates,15,22
2210,United Kingdom,15,10629
2211,Uruguay,15,7
2212,Uzbekistan,15,4
2213,Venezuela,15,9
2214,Vietnam,15,0
2215,West Bank and Gaza,15,2
2216,Western Sahara,15,0
2217,Yemen,15,0
2218,Zambia,15,2
2219,Zimbabwe,15,3
2220,Afghanistan,16,33
2221,Albania,16,26
2222,Algeria,16,375
2223,Andorra,16,36
2224,Angola,16,2
2225,Antigua and Barbuda,16,3
2226,Argentina,16,132
2227,Armenia,16,20
2228,Australia,16,67
2229,Austria,16,452
2230,Azerbaijan,16,19
2231,Bahamas,16,9
2232,Bahrain,16,7
2233,Bangladesh,16,91
2234,Barbados,16,5
2235,Belarus,16,47
2236,Belgium,16,5683
2237,Belize,16,2
2238,Benin,16,1
2239,Bhutan,16,0
2240,Bolivia,16,32
2241,Bosnia and Herzegovina,16,48
2242,Botswana,16,1
2243,Brazil,16,2462
