country,week,NO2,PM2.5
Peru,5,,54.857142857142854
Peru,6,,67.71428571428571
Peru,7,20.0,68.0
Peru,8,25.428571428571427,66.57142857142857
Peru,9,21.833333333333332,66.42857142857143
Peru,10,15.571428571428571,67.42857142857143
Peru,11,19.0,68.14285714285714
Philippines,1,0.8,5.0
Philippines,2,1.1666666666666667,5.2
Philippines,3,1.0,5.0
Philippines,4,0.5714285714285714,6.25
Philippines,5,1.1428571428571428,5.333333333333333
Philippines,6,1.2857142857142858,5.2
Philippines,7,1.8571428571428572,5.25
Philippines,8,0.8571428571428571,
Philippines,9,1.2857142857142858,5.285714285714286
Philippines,10,1.8571428571428572,5.4
Philippines,11,1.5714285714285714,6.285714285714286
Poland,1,19.4,112.19999999999999
Poland,2,19.0,111.14285714285714
Poland,3,22.0,107.57142857142858
Poland,4,16.42857142857143,100.64285714285714
Poland,5,16.57142857142857,100.78571428571428
Poland,6,15.071428571428573,58.14285714285714
Poland,7,15.714285714285715,64.07142857142857
Poland,8,19.5,99.57142857142857
Poland,9,17.928571428571427,87.78571428571428
Poland,10,17.785714285714285,95.0
Poland,11,12.714285714285715,80.85714285714286
Portugal,1,5.8,40.45
Portugal,2,7.571428571428571,56.14285714285714
Portugal,3,8.5,51.92857142857143
Portugal,4,12.857142857142858,64.21428571428572
Portugal,5,4.7857142857142865,37.214285714285715
Portugal,6,3.0,26.5
Portugal,7,5.142857142857142,35.857142857142854
Portugal,8,5.714285714285714,33.785714285714285
Portugal,9,6.642857142857142,41.0
Portugal,10,2.8571428571428568,20.214285714285715
Portugal,11,4.0,21.0
Russia,1,8.8,43.699999999999996
Russia,2,9.857142857142858,32.410714285714285
Russia,3,9.071428571428571,25.857142857142858
Russia,4,7.785714285714286,30.464285714285715
Russia,5,10.142857142857142,30.714285714285715
Russia,6,6.642857142857143,33.01785714285714
Russia,7,15.142857142857142,22.410714285714285
Russia,8,8.785714285714285,27.65714285714286
Russia,9,9.0,27.92857142857143
Russia,10,10.642857142857142,34.5
Russia,11,9.785714285714285,29.982142857142854
Saudi Arabia,1,,
Saudi Arabia,2,,
Saudi Arabia,3,,
Saudi Arabia,4,,
Saudi Arabia,5,,
Saudi Arabia,6,,
Saudi Arabia,7,,
Saudi Arabia,8,,
Saudi Arabia,9,,
Saudi Arabia,10,,
Saudi Arabia,11,,
Serbia,1,16.2,88.8
Serbia,2,13.857142857142858,112.57142857142857
Serbia,3,19.571428571428573,118.28571428571429
Serbia,4,14.142857142857142,116.0
Serbia,5,16.142857142857142,100.85714285714286
Serbia,6,14.857142857142858,52.57142857142857
Serbia,7,14.857142857142858,69.42857142857143
Serbia,8,14.857142857142858,93.85714285714286
Serbia,9,14.285714285714286,84.0
Serbia,10,9.857142857142858,69.85714285714286
Serbia,11,9.428571428571429,83.28571428571429
Singapore,1,,39.5
Singapore,2,,41.714285714285715
Singapore,3,,44.82142857142857
Singapore,4,,47.25
Singapore,5,,49.75
Singapore,6,,54.46428571428571
Singapore,7,,55.714285714285715
Singapore,8,,61.0
Singapore,9,,59.78571428571428
Singapore,10,,46.785714285714285
Singapore,11,,54.14285714285714
South Africa,1,4.966666666666667,55.699999999999996
South Africa,2,6.738095238095238,59.18095238095239
South Africa,3,6.6190476190476195,53.911111111111104
South Africa,4,5.956349206349206,52.142857142857146
South Africa,5,9.33015873015873,51.96507936507936
