,Unnamed: 0,country,week,NO2,PM2.5
535,535,USA,7,69.85987989705465,21.041666666666693
536,536,USA,8,-2.8040327662256135,-10.386478345815682
537,537,USA,9,18.301121450727734,-23.13161555163522
538,538,USA,10,8.5124120044461,-25.70407562475468
539,539,USA,11,-37.23768736616704,-20.149577281595487
540,540,USA,12,-26.639344262295094,-37.477849970466615
541,541,USA,13,-55.5823777911889,-24.24230739569676
542,542,USA,14,-40.30860855441258,-42.816566825036155
543,543,USA,15,-55.58608058608059,-19.524886877828045
544,544,USA,16,-58.52785730015415,64.47944911050857
545,545,USA,17,-48.859673594643574,-18.895825738242795
546,546,Venezuela,5,-28.571428571428566,22.380952380952408
547,547,Venezuela,6,-34.34782608695652,-20.92476489028209
548,548,Venezuela,7,-18.28571428571428,22.429906542056067
549,549,Venezuela,8,-33.48837209302324,-5.232929164007632
550,550,Venezuela,9,-40.46511627906977,-5.040175310445579
551,551,Venezuela,10,-68.48484848484848,-61.41804788213628
552,552,Venezuela,11,-20.125786163522008,-16.71641791044775
553,553,Venezuela,12,-70.7482993197279,-31.09815354713313
554,554,Venezuela,13,-73.2394366197183,-42.24489795918365
555,555,Venezuela,14,-65.55555555555554,-19.393139841688622
556,556,Venezuela,15,-77.60000000000002,66.36363636363636
557,557,Venezuela,16,-54.16666666666667,14.683301343570072
558,558,Venezuela,17,-61.904761904761905,-46.12818680009534
559,559,Vietnam,5,-60.68783068783068,-10.542978030724655
560,560,Vietnam,6,-67.62923351158645,4.753648316717244
561,561,Vietnam,7,-45.5779269202088,1.5322808240782206
562,562,Vietnam,8,-26.090534979423865,40.514099004665084
563,563,Vietnam,9,-54.833190761334464,1.7122232492627363
564,564,Vietnam,10,-50.73627844712182,-2.5200142777013053
565,565,Vietnam,11,-48.2475764354959,-13.4034424357005
566,566,Vietnam,12,-60.1010101010101,0.08501580255564886
567,567,Vietnam,13,-68.05555555555556,-24.242809336213803
568,568,Vietnam,14,-74.60317460317461,6.562305030911473
569,569,Vietnam,15,-76.0,1.6410850468191807
570,570,Vietnam,16,,26.340545625587957
571,571,Vietnam,17,,8.427292606259382
572,572,Algeria,5,,
573,573,Algeria,6,,
574,574,Algeria,7,,
575,575,Algeria,8,,
576,576,Algeria,9,,
577,577,Algeria,10,,
578,578,Algeria,11,,
579,579,Algeria,12,,
580,580,Algeria,13,,
581,581,Algeria,14,,
582,582,Algeria,15,,
583,583,Algeria,16,,
584,584,Algeria,17,,-9.266409266409266
585,585,Ethiopia,5,,89.72204266321913
586,586,Ethiopia,6,,5.466970387243727
587,587,Ethiopia,7,,12.106537530266337
588,588,Ethiopia,8,,28.055555555555554
589,589,Ethiopia,9,,14.452214452214433
590,590,Ethiopia,10,,54.32372505543237
591,591,Ethiopia,11,,21.38228941684667
592,592,Ethiopia,12,,37.376725838264285
593,593,Ethiopia,13,,22.982885085574573
594,594,Ethiopia,14,,10.20942408376963
595,595,Ethiopia,15,,-4.404145077720198
596,596,Ethiopia,16,,6.076759061833666
597,597,Ethiopia,17,,-5.790734824281153
598,598,Indonesia,5,,54.3452380952381
599,599,Indonesia,6,,26.953124999999947
600,600,Indonesia,7,,47.520454165970925
601,601,Indonesia,8,,12.294832826747738
602,602,Indonesia,9,,11.330362826225342
603,603,Indonesia,10,,5.417956656346761
604,604,Indonesia,11,,38.708598193375714
605,605,Indonesia,12,,67.70361990950227
606,606,Indonesia,13,,19.56257594167679
607,607,Indonesia,14,,34.34940855323021
608,608,Indonesia,15,,26.568265682656822
609,609,Indonesia,16,,41.36744464392578
610,610,Indonesia,17,,45.45454545454545
611,611,Iraq,5,,
612,612,Iraq,6,,
613,613,Iraq,7,,
614,614,Iraq,8,,39.756097560975604
615,615,Iraq,9,,74.42680776014109
616,616,Iraq,10,,7.481751824817505
617,617,Iraq,11,,28.906250000000004
618,618,Iraq,12,,13.62126245847177
619,619,Iraq,13,,13.849287169042782
620,620,Iraq,14,,14.678899082568803
621,621,Iraq,15,,-7.91366906474821
622,622,Iraq,16,,4.694835680751193
623,623,Iraq,17,,40.611353711790386
624,624,Kenya,5,,-2.3199023199023268
625,625,Kenya,6,,-7.430340557275537
626,626,Kenya,7,,11.324376199616124
627,627,Kenya,8,,9.953703703703708
628,628,Kenya,9,,0.0
629,629,Kenya,10,,19.292237442922374
630,630,Kenya,11,,-5.895953757225439
631,631,Kenya,12,,6.331877729257635
632,632,Kenya,13,,-11.383108935128522
633,633,Kenya,14,,-9.516539440203562
634,634,Kenya,15,,-14.980793854033285
635,635,Kenya,16,,-22.857142857142858
636,636,Kenya,17,,4.183813443072706
637,637,Pakistan,5,,34.56441822689577
638,638,Pakistan,6,,-4.613466334164594
639,639,Pakistan,7,,53.112449799196845
640,640,Pakistan,8,,111.73333333333332
641,641,Pakistan,9,,131.20411160058728
642,642,Pakistan,10,,88.69309838472827
643,643,Pakistan,11,,61.51761517615171
644,644,Pakistan,12,,89.42436412315935
645,645,Pakistan,13,,10.636982065553495
646,646,Pakistan,14,,0.8948545861297674
647,647,Pakistan,15,,8.145580589254777
648,648,Pakistan,16,,16.494845360824737
649,649,Pakistan,17,,-30.795777507105146
650,650,Puerto Rico,5,,451.53846153846155
651,651,Puerto Rico,6,,319.2307692307692
652,652,Puerto Rico,7,,329.37728937728934
653,653,Puerto Rico,8,,158.6080586080586
654,654,Puerto Rico,9,,255.67765567765576
655,655,Puerto Rico,10,,226.6666666666666
656,656,Puerto Rico,11,,83.12629399585921
657,657,Puerto Rico,12,,107.19461697722566
658,658,Puerto Rico,13,,51.05042016806724
659,659,Puerto Rico,14,,128.70813397129191
660,660,Puerto Rico,15,,169.17475728155338
661,661,Puerto Rico,16,,200.2777777777778
662,662,Puerto Rico,17,,180.49065420560748
663,663,Uganda,5,,-2.3199023199023268
664,664,Uganda,6,,-7.430340557275537
665,665,Uganda,7,,11.324376199616124
666,666,Uganda,8,,9.953703703703708
667,667,Uganda,9,,0.0
668,668,Uganda,10,,19.292237442922374
669,669,Uganda,11,,-5.895953757225439
670,670,Uganda,12,,6.331877729257635
671,671,Uganda,13,,-11.383108935128522
672,672,Uganda,14,,-9.516539440203562
673,673,Uganda,15,,-14.980793854033285
674,674,Uganda,16,,-22.857142857142858
675,675,Uganda,17,,4.183813443072706
676,676,Uzbekistan,5,,34.5039209001023
677,677,Uzbekistan,6,,-8.636977058029688
678,678,Uzbekistan,7,,31.58878504672897
679,679,Uzbekistan,8,,11.44578313253012
680,680,Uzbekistan,9,,19.663865546218496
681,681,Uzbekistan,10,,-11.639549436795988
682,682,Uzbekistan,11,,97.49999999999999
683,683,Uzbekistan,12,,14.098360655737713
684,684,Uzbekistan,13,,83.9816933638444
685,685,Uzbekistan,14,,14.655172413793094
686,686,Uzbekistan,15,,14.13721413721415
687,687,Uzbekistan,16,,45.91836734693879
688,688,Uzbekistan,17,,
